software_id,generation,confidence,source,cpu,hardware,vehicle_type,model,engine,replacements,status_code,error
89663-02G42-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,"12J31,89661-02U21 CPU: 76F0070 TDFP04-2008 FOREST-1",ZRE151 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 1ZRFE ÐÐ¾Ð´ÐµÐ»Ñ : 02.2009 - 06.2010,,,,200,
89663-02G51-,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-02G81,Gen1,high,cpu,MPC565,89661-02F51 CPU: MPC565,AT(USA),,,,200,
89663-02G82,Gen1,high,cpu,MPC565,89661-02F55 CPU: MPC565,ZRE142,,,,200,
89663-02G85,Gen1,high,cpu,MPC565,89661-02F55 CPU: MPC565,ZRE142,,,,200,
89663-02G91,Gen1,high,cpu,MPC565,89661-02U71 CPU: MPC565,MT(USA),,,,200,
89663-02G95,Gen1,high,cpu,MPC565,89661-02U75 CPU: MPC565,ZRE142,,,,200,
89663-02J04,Gen1,high,cpu,MPC565,89661-02U84 CPU: MPC565,ZRE142L(AT),,,,200,
89663-02J13-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,02U93 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AZE141/144/146,,,,200,
89663-02J22-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,02V02 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AZE141/144/146,,,,200,
89663-02J51,Gen1,high,cpu,MPC565,89661-02V31 CPU: MPC565,AT(USA),,,,200,
89663-02J52,Gen1,high,cpu,MPC565,89661-02V35 CPU: MPC565,ZRE142,,,,200,
89663-02J55,Gen1,high,cpu,MPC565,89661-02V35 CPU: MPC565,ZRE142,,,,200,
89663-02J64,Gen1,high,cpu,MPC565,89661-02V44 CPU: MPC565,ZRE142L(MT),,,,200,
89663-02J73-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,02V53 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AZE141/144/146,,,,200,
89663-02J83-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,02V63 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AZE141/144/146,,,,200,
89663-02J92-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,02V72 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AZE141/144/146,,,,200,
89663-02K10-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02K20-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02K41-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02L07-,Unknown,unknown,insufficient-data,BOSCH EDC17CP07 Infineon SAK-TC1766,02X21 CPU: BOSCH EDC17CP07 Infineon SAK-TC1766,NDE150 W ECO,,,,200,
89663-02L10-A,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02L12-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02L40-A,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02M15-,Unknown,unknown,insufficient-data,BOSCH EDC17CP07 Infineon SAK-TC1766,02Y10 CPU: BOSCH EDC17CP07 Infineon SAK-TC1766,NDE150,,,,200,
89663-02M32-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02M51-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02M71-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02Q30-A,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-0Z250 CPU: 76F0070 TDFP04-2008 FOREST-1,ZWE150 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 2ZRFXE ÐÐ¾Ð´ÐµÐ»Ñ : AURIS HV 10-11 06.2010 - 10.2012,,,,200,
89663-02Q31-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-0Z250 CPU: 76F0070 TDFP04-2008 FOREST-1,ZWE150 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 2ZRFXE ÐÐ¾Ð´ÐµÐ»Ñ : AURIS HV 10-11 06.2010 - 10.2012,,,,200,
89663-02Q32-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-0Z250 CPU: 76F0070 TDFP04-2008 FOREST-1,ZWE150 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 2ZRFXE ÐÐ¾Ð´ÐµÐ»Ñ : AURIS HV 10-11 06.2010 - 10.2012,,,,200,
89663-02Q60-A,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-02Q61-,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-02Q90-A,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-02Q91-,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-02Q92-,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-02R62-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02R72-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02R81-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02S21-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02S31-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02S50-A,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-0Z470 CPU: 76F0070 TDFP04-2008 FOREST-1,ZRE142 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 2ZRFE ÐÐ¾Ð´ÐµÐ»Ñ : COROLLA (S.AMERICA) 03.2011 - 03.2014,,,,200,
89663-02T11,Unknown,unknown,insufficient-data,DELPHI R5E72512,None CPU: DELPHI R5E72512,4AT,,,,200,
89663-02T12,Unknown,unknown,insufficient-data,DELPHI R5E72512,None CPU: DELPHI R5E72512,AT,,,,200,
89663-02T32,Unknown,unknown,insufficient-data,DELPHI R5E72512,None CPU: DELPHI R5E72512,AT,,,,200,
89663-02T52,Unknown,unknown,insufficient-data,DELPHI R5E72512,None CPU: DELPHI R5E72512,MT,,,,200,
89663-02T61,Unknown,unknown,insufficient-data,DELPHI R5E72512,89661-0Z571 CPU: DELPHI R5E72512,4AT,,,,200,
89663-02U11,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172,,,,200,
89663-02U20-A,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02U21-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02U31-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02U40-A,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02U41-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02U80-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-02D72 CPU: 76F0038AGD TDFP03-0006 32BHS768K,ADE157 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 2ADFHV ÐÐ¾Ð´ÐµÐ»Ñ : 09.2008 - 03.2009,,,,200,
89663-02U90-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-02D83 CPU: 76F0038AGD TDFP03-0006 32BHS768K,ADE150 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 1ADFTV ÐÐ¾Ð´ÐµÐ»Ñ : AURIS 6,,,,200,
89663-02V00-,Gen1,high,cpu,76F0039AGD TDFP03-0004 32BHS512K For ECU,89661-02D92 CPU: 76F0039AGD TDFP03-0004 32BHS512K For ECU,ADE150 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 1ADFTV ÐÐ¾Ð´ÐµÐ»Ñ : AURIS 6,,,,200,
89663-02V61,Unknown,unknown,insufficient-data,DELPHI R5E72512,None CPU: DELPHI R5E72512,AT,,,,200,
89663-02V71,Unknown,unknown,insufficient-data,DELPHI R5E72512,None CPU: DELPHI R5E72512,AT,,,,200,
89663-02V81,Unknown,unknown,insufficient-data,DELPHI R5E72512,None CPU: DELPHI R5E72512,MT,,,,200,
89663-02W40-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02W83,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172,,,,200,
89663-02W85,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172L,,,,200,
89663-02W93,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172,,,,200,
89663-02W94,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172L,,,,200,
89663-02X03,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172,,,,200,
89663-02X04,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172L,,,,200,
89663-02X13,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172L-**P**,,,,200,
89663-02X23,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172L-**F**,,,,200,
89663-02X40-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02X41-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02X70-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,None CPU: 76F0070 TDFP04-2008 FOREST-1,ZRE181 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 1ZRFE ÐÐ¾Ð´ÐµÐ»Ñ : Corolla 13-14 06.2014 - 05.2016,,,,200,
89663-02X72-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-0ZC31 CPU: 76F0070 TDFP04-2008 FOREST-1,ZRE181 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 1ZRFE ÐÐ¾Ð´ÐµÐ»Ñ : Corolla 13-14 06.2014 - 05.2016,,,,200,
89663-02Y11-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-0ZC71 CPU: 76F0070 TDFP04-2008 FOREST-1,ZRE182 ÐÐ²Ð¸Ð³Ð°ÑÐµÐ»Ñ: 2ZRFE ÐÐ¾Ð´ÐµÐ»Ñ : Corolla 13-14,,,,200,
89663-02Y50-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02Y63,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172,,,,200,
89663-02Y65,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172L,,,,200,
89663-02Y73,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172,,,,200,
89663-02Y75,Unknown,unknown,insufficient-data,DELPHI R5E72546R (SH-2A),None CPU: DELPHI R5E72546R (SH-2A),ZRE172L,,,,200,
89663-02Z90-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-02Z91-,Unknown,unknown,insufficient-data,,,,,,,200,
89663-04031-,Gen1,high,cpu,76F0004GD 32B320K 211924-1590 151807-5000,8966604021 CPU: 76F0004GD 32B320K 211924-1590 151807-5000,4WD,,,,200,
89663-04041-,Gen1,high,cpu,76F0004GD 32B320K 211924-1590 151807-5000,8966604031 CPU: 76F0004GD 32B320K 211924-1590 151807-5000,2WD,,,,200,
89663-04141-,Gen1,high,cpu,76F0039GD 32BH512K,89661-04B51 CPU: 76F0039GD 32BH512K,MT 2WD,,,,200,
89663-04151-,Gen1,high,cpu,76F0039GD 32BH512K,89661-04B61 CPU: 76F0039GD 32BH512K,MT4WDPR,,,,200,
89663-04161-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B71 CPU: 76F0038GD 32BH768K,AT,,,,200,
89663-04162-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B72 CPU: 76F0038GD 32BH768K,AT 2WD,,,,200,
89663-04232-,Gen1,high,cpu,76F0039GD 32BH512K,89661-04A02 CPU: 76F0039GD 32BH512K,MT 2WD,,,,200,
89663-04242-,Gen1,high,cpu,76F0039GD 32BH512K,89661-04A12 CPU: 76F0039GD 32BH512K,MT4WDPR,,,,200,
89663-04252-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A22 CPU: 76F0038GD 32BH768K,AT,,,,200,
89663-04253-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A23 CPU: 76F0038GD 32BH768K,AT 2WD,,,,200,
89663-04260-A,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A32 CPU: 76F0038GD 32BH768K,4WD AT,,,,200,
89663-04262-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A32 CPU: 76F0038GD 32BH768K,4WD AT,,,,200,
89663-04263-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A33 CPU: 76F0038GD 32BH768K,AT4WDPR,,,,200,
89663-04264-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A34 CPU: 76F0038GD 32BH768K,4WDAT,,,,200,
89663-04292-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A62 CPU: 76F0038GD 32BH768K,2WD MT,,,,200,
89663-04293-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A63 CPU: 76F0038GD 32BH768K,MT 2WD,,,,200,
89663-04294-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A64 CPU: 76F0038GD 32BH768K,2WDMT,,,,200,
89663-04302-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A72 CPU: 76F0038GD 32BH768K,4WD MT,,,,200,
89663-04303-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A73 CPU: 76F0038GD 32BH768K,MT4WDPR,,,,200,
89663-04304-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04A74 CPU: 76F0038GD 32BH768K,4WDMT,,,,200,
89663-04331-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B81 CPU: 76F0038GD 32BH768K,4WD AT,,,,200,
89663-04332-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B82 CPU: 76F0038GD 32BH768K,AT4WDPR,,,,200,
89663-04333-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B83 CPU: 76F0038GD 32BH768K,4WDAT,,,,200,
89663-04341-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B91 CPU: 76F0038GD 32BH768K,2WD MT,,,,200,
89663-04342-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B92 CPU: 76F0038GD 32BH768K,MT 2WD,,,,200,
89663-04343-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04B93 CPU: 76F0038GD 32BH768K,2WDMT,,,,200,
89663-04351-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C01 CPU: 76F0038GD 32BH768K,4WD MT,,,,200,
89663-04352-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C02 CPU: 76F0038GD 32BH768K,MT4WDPR,,,,200,
89663-04353-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C03 CPU: 76F0038GD 32BH768K,4WDMT,,,,200,
89663-04361-,Gen1,high,cpu,76F0039AGD TDFP03-0004 32BHS512K For ECU,89661-04C11 CPU: 76F0039AGD TDFP03-0004 32BHS512K For ECU,MT 2WD,,,,200,
89663-04371-,Gen1,high,cpu,76F0039AGD TDFP03-0004 32BHS512K For ECU,89661-04C21 CPU: 76F0039AGD TDFP03-0004 32BHS512K For ECU,MT4WDPR,,,,200,
89663-04391-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C41 CPU: 76F0038GD 32BH768K,4WD AT,,,,200,
89663-04393-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C43 CPU: 76F0038GD 32BH768K,AT4WDPR,,,,200,
89663-04394-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C44 CPU: 76F0038GD 32BH768K,4WDAT,,,,200,
89663-04401-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C51 CPU: 76F0038GD 32BH768K,2WD MT,,,,200,
89663-04402-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C52 CPU: 76F0038GD 32BH768K,MT 2WD,,,,200,
89663-04403-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C53 CPU: 76F0038GD 32BH768K,2WDMT,,,,200,
89663-04411-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C61 CPU: 76F0038GD 32BH768K,4WD MT,,,,200,
89663-04412-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C62 CPU: 76F0038GD 32BH768K,MT4WDPR,,,,200,
89663-04413-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C63 CPU: 76F0038GD 32BH768K,4WDMT,,,,200,
89663-04420-A,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C72 CPU: 76F0038GD 32BH768K,AT4WDPR,,,,200,
89663-04422-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C72 CPU: 76F0038GD 32BH768K,AT4WDPR,,,,200,
89663-04423-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C73 CPU: 76F0038GD 32BH768K,4WDAT,,,,200,
89663-04431-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C81 CPU: 76F0038GD 32BH768K,MT 2WD,,,,200,
89663-04432-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C82 CPU: 76F0038GD 32BH768K,2WDMT,,,,200,
89663-04441-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C91 CPU: 76F0038GD 32BH768K,MT4WDPR,,,,200,
89663-04442-,Gen1,high,cpu,76F0038GD 32BH768K,89661-04C92 CPU: 76F0038GD 32BH768K,4WDMT,,,,200,
89663-04450-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D00 CPU: 76F0070 TDFP04-2008 FOREST-1,AT4WDPR,,,,200,
89663-04451-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D01 CPU: 76F0070 TDFP04-2008 FOREST-1,4WDAT,,,,200,
89663-04461-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04D11 CPU: 76F0038AGD TDFP03-0006 32BHS768K,MT 2WD,,,,200,
89663-04462-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04D12 CPU: 76F0038AGD TDFP03-0006 32BHS768K,MT 2WD,,,,200,
89663-04471-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04D21 CPU: 76F0038AGD TDFP03-0006 32BHS768K,MT4WDPR,,,,200,
89663-04472-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04D22 CPU: 76F0038AGD TDFP03-0006 32BHS768K,MT 4/P,,,,200,
89663-04481-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04D31 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AT,,,,200,
89663-04482-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04D32 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AT 2WD,,,,200,
89663-04483-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04D33 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AT 2WD,,,,200,
89663-04492-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D42 CPU: 76F0070 TDFP04-2008 FOREST-1,4WD&5AT,,,,200,
89663-04493-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D43 CPU: 76F0070 TDFP04-2008 FOREST-1,AT4WDPR,,,,200,
89663-04494-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D44 CPU: 76F0070 TDFP04-2008 FOREST-1,4WDAT,,,,200,
89663-04502-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D52 CPU: 76F0070 TDFP04-2008 FOREST-1,MT 2WD,,,,200,
89663-04503-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D53 CPU: 76F0070 TDFP04-2008 FOREST-1,2WDMT,,,,200,
89663-04512-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D62 CPU: 76F0070 TDFP04-2008 FOREST-1,MT4WDPR,,,,200,
89663-04513-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D63 CPU: 76F0070 TDFP04-2008 FOREST-1,4WDMT,,,,200,
89663-04520-A,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D70 CPU: 76F0070 TDFP04-2008 FOREST-1,4WD&5AT,,,,200,
89663-04521-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D70 CPU: 76F0070 TDFP04-2008 FOREST-1,4WD&5AT,,,,200,
89663-04530-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D80 CPU: 76F0070 TDFP04-2008 FOREST-1,MT 2WD,,,,200,
89663-04531-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D81 CPU: 76F0070 TDFP04-2008 FOREST-1,2WDMT,,,,200,
89663-04540-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D90 CPU: 76F0070 TDFP04-2008 FOREST-1,MT4WDPR,,,,200,
89663-04541-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04D91 CPU: 76F0070 TDFP04-2008 FOREST-1,4WDMT,,,,200,
89663-04550-B,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04E01 CPU: 76F0070 TDFP04-2008 FOREST-1,"GRN265,270,245,250",,,,200,
89663-04551-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04E01 CPU: 76F0070 TDFP04-2008 FOREST-1,"GRN265,270,245,250",,,,200,
89663-04560-,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-04571-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04E41 CPU: 76F0070 TDFP04-2008 FOREST-1,4WD&5AT,,,,200,
89663-04601-,Gen1,low,family-prefix-heuristic,,,MT 2WD,,,,200,
89663-04602-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04E72 CPU: 76F0038AGD TDFP03-0006 32BHS768K,MT 2WD,,,,200,
89663-04611-,Gen1,low,family-prefix-heuristic,,,MT4WDPR,,,,200,
89663-04612-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04E82 CPU: 76F0038AGD TDFP03-0006 32BHS768K,MT 4/P,,,,200,
89663-04621-,Gen1,low,family-prefix-heuristic,,,AT 2WD,,,,200,
89663-04622-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04E92 CPU: 76F0038AGD TDFP03-0006 32BHS768K,AT 2WD,,,,200,
89663-04671-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04F41 CPU: 76F0070 TDFP04-2008 FOREST-1,GRN225,,,,200,
89663-04681-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04F51 CPU: 76F0070 TDFP04-2008 FOREST-1,GRN245,,,,200,
89663-04711-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04F81 CPU: 76F0038AGD TDFP03-0006 32BHS768K,TRN2**L,,,,200,
89663-04720-A,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04F91 CPU: 76F0038AGD TDFP03-0006 32BHS768K,TRN2**L,,,,200,
89663-04721-,Gen1,high,cpu,76F0038AGD TDFP03-0006 32BHS768K,89661-04F91 CPU: 76F0038AGD TDFP03-0006 32BHS768K,TRN2**L,,,,200,
89663-04730-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04E31 CPU: 76F0070 TDFP04-2008 FOREST-1,4WDAT,,,,200,
89663-04731-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04E31 CPU: 76F0070 TDFP04-2008 FOREST-1,4WDAT,,,,200,
89663-04741-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04G01 CPU: 76F0070 TDFP04-2008 FOREST-1,2WDMT,,,,200,
89663-04751-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04G11 CPU: 76F0070 TDFP04-2008 FOREST-1,4WDMT,,,,200,
89663-04780-,Gen1,low,family-prefix-heuristic,,,,,,,200,
89663-04800-A,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04G61 CPU: 76F0070 TDFP04-2008 FOREST-1,"GRN265,270,245,250",,,,200,
89663-04801-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04G61 CPU: 76F0070 TDFP04-2008 FOREST-1,"GRN265,270,245,250",,,,200,
89663-04811-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04G71 CPU: 76F0070 TDFP04-2008 FOREST-1,GRN225,,,,200,
89663-04821-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04G81 CPU: 76F0070 TDFP04-2008 FOREST-1,GRN245,,,,200,
89663-04851-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J11 CPU: 76F0070 TDFP04-2008 FOREST-1,TRN2**L,,,,200,
89663-04860-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J21 CPU: 76F0070 TDFP04-2008 FOREST-1,TRN2**L,,,,200,
89663-04861-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J21 CPU: 76F0070 TDFP04-2008 FOREST-1,TRN2**L,,,,200,
89663-04871-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J31 CPU: 76F0070 TDFP04-2008 FOREST-1,TRN225,,,,200,
89663-04881-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J41 CPU: 76F0070 TDFP04-2008 FOREST-1,TRN245,,,,200,
89663-04891-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J51 CPU: 76F0070 TDFP04-2008 FOREST-1,TRN225,,,,200,
89663-04A01-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J61 CPU: 76F0070 TDFP04-2008 FOREST-1,TRN245/TRN265,,,,200,
89663-04A21-,Gen2,high,cpu,D76F0196F1 (1.5Mb),89661-04J71 CPU: D76F0196F1 (1.5Mb),TRN2**L,,,,200,
89663-04A30-A,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J81 CPU: 76F0070 TDFP04-2008 FOREST-1,GRN2##,,,,200,
89663-04A31-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04J81 CPU: 76F0070 TDFP04-2008 FOREST-1,GRN2##,,,,200,
89663-04A51-,Gen1,high,cpu,76F0070 TDFP04-2008 FOREST-1,89661-04K01 CPU: 76F0070 TDFP04-2008 FOREST-1,GRN245,,,,200,
89663-04A60-A,Gen2,high,cpu,D76F0219F1 (2Mb),None CPU: D76F0219F1 (2Mb),GRN325/330/310/305,,,,200,
89663-04A61-,Gen2,high,cpu,D76F0219F1 (2Mb),None CPU: D76F0219F1 (2Mb),GRN325/330/310/305,,,,200,
89663-04A80-A,Gen2,high,cpu,D76F0219F1 (2Mb),None CPU: D76F0219F1 (2Mb),GRN325/305,,,,200,
89663-04A81-,Gen2,high,cpu,D76F0219F1 (2Mb),None CPU: D76F0219F1 (2Mb),GRN325/305,,,,200,
89663-04B00-B,Gen2,high,cpu,D76F0196F1 (1.5Mb),None CPU: D76F0196F1 (1.5Mb),GRN3**,,,,200,
